ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
TLN,Talen Energy,AI,nuclear-ops,NASDAQ,384.26,-4.10%,-6.71%,+1.87%,-3.14%,+43%,13.847,1.604,,0.79,1424886,6231186,20843086,,5.56,buy,1.59,-4.1,95.9,-4.1,959.0,-41.0,9590.0,-410.0,-6.71,93.29,-6.71,932.9,-67.1,9329.0,-671.0,1.87,101.87,1.87,1018.7,18.7,10187.0,187.0,-3.14,96.86,-3.14,968.6,-31.4,9686.0,-314.0,43.0,143.0,43.0,1430.0,430.0,14300.0,4300.0,"Talen Energy, Stock Of The Day, Delivers For Amazon, AI Data Centers",Investor's Business Daily,2026-06-29,0.421,Talen Energy (TLN) Is Down 7.4% After Russell Index Additions And $984M Shelf Filing - What's Changed,Simply Wall St.,2026-06-29,0.273,Talen Energy (TLN) Downgraded at Jefferies. Here is Why,Insider Monkey,2026-06-28,0.273,10,buy,0.5,"Talen Energy has +1.86% YTD, +6.4% 1M momentum, and a positive news sentiment of 0.319. With a buy rating and a beta of 1.6, it offers nuclear-powered AI infrastructure exposure at a more reasonable valuation than peers.",+6.4% 1M; positive news sentiment; nuclear AI play; buy consensus,,,,,
BEP,Brookfield Renewable,AI,nuclear-ops,NYSE,34.73,+0.67%,-2.00%,-5.78%,+27.21%,+36%,16.845,0.989,,0.88,398202,3081902,16705702,449.0,0.59,buy,2.31,0.67,100.67,0.67,1006.7,6.7,10067.0,67.0,-2.0,98.0,-2.0,980.0,-20.0,9800.0,-200.0,-5.78,94.22,-5.78,942.2,-57.8,9422.0,-578.0,27.21,127.21,27.21,1272.1,272.1,12721.0,2721.0,36.0,136.0,36.0,1360.0,360.0,13600.0,3600.0,Solar Beats Coal for the First Time: 3 Dividend Stocks to Buy Now,Motley Fool,2026-06-27,0.0,The U.S. Government is Supercharging the Nuclear Energy Resurgence With $17.5 Billion in Loans. Here's What it Means for Utility Stocks.,Motley Fool,2026-06-24,0.273,Is Cameco Set to Benefit From DOE-Backed Nuclear Expansion?,Zacks,2026-06-24,0.459,,,,,,,,,,
BEPC,Brookfield Renewable Corp,AI,nuclear-ops,NYSE,37.12,-0.30%,-2.06%,-4.62%,-5.18%,+13%,5.104,1.15,,1.52,978793,7496893,32413593,421.0,,none,,-0.3,99.7,-0.3,997.0,-3.0,9970.0,-30.0,-2.06,97.94,-2.06,979.4,-20.6,9794.0,-206.0,-4.62,95.38,-4.62,953.8,-46.2,9538.0,-462.0,-5.18,94.82,-5.18,948.2,-51.8,9482.0,-518.0,13.0,113.0,13.0,1130.0,130.0,11300.0,1300.0,Here's Why Buying Brookfield Renewable Today Could Be the Best Financial Decision You Ever Make,Motley Fool,2026-06-27,0.637,This is My Favorite Nuclear Energy Stock to Capitalize on the AI Power Boom,Motley Fool,2026-06-20,0.625,Brookfield Is Launching Another Renewable Energy Company. Here's What Investors Need to Know.,Motley Fool,2026-06-18,0.273,,,,,,,,,,
GEV,GE Vernova,AI,smr,NYSE,1174.86,+6.47%,+13.52%,+23.66%,+73.21%,+118%,238.038,1.045,34.37,2.72,2637885,15171585,67814585,18.0,3.93,buy,1.58,6.47,106.47,6.47,1064.7,64.7,10647.0,647.0,13.52,113.52,13.52,1135.2,135.2,11352.0,1352.0,23.66,123.66,23.66,1236.6,236.6,12366.0,2366.0,73.21,173.21,73.21,1732.1,732.1,17321.0,7321.0,118.0,218.0,118.0,2180.0,1180.0,21800.0,11800.0,"Dow Jones Futures: Market Extends Rebound, Bloom Energy Soars Late. SpaceX's First Entry?",Investor's Business Daily,2026-06-30,0.382,"AI-Driven Turbine Demand Propels GE Vernova, IBD Stock of the Day, Toward All-Time High",Investor's Business Daily,2026-06-30,-0.128,JP Morgan’s Top 3 Stocks for 2026: The Halftime Scorecard,24/7 Wall St.,2026-06-30,0.516,,,,,,,,,,
BWXT,BWX Technologies,AI,smr,NYSE,194.65,+2.42%,-7.26%,+3.32%,+7.33%,+35%,13.446,0.734,51.91,1.03,557504,6283504,23449204,,4.05,buy,1.8,2.42,102.42,2.42,1024.2,24.2,10242.0,242.0,-7.26,92.74,-7.26,927.4,-72.6,9274.0,-726.0,3.32,103.32,3.32,1033.2,33.2,10332.0,332.0,7.33,107.33,7.33,1073.3,73.3,10733.0,733.0,35.0,135.0,35.0,1350.0,350.0,13500.0,3500.0,Innovative Solutions and Support (ISSC) Moves 5.3% Higher: Will This Strength Last?,Zacks,2026-06-29,0.876,SMR or BWXT: Why One Nuclear Stock Looks More Attractive,Zacks,2026-06-26,0.493,"Micron’s Blowout Sparked a Chip Rally, but the Smart Money Is Already Rotating Into Defense and Space",24/7 Wall St.,2026-06-25,0.649,,,,,,,,,,
SMR,NuScale Power,AI,smr,NYSE,10.03,-2.15%,-7.64%,-22.19%,-38.50%,-72%*,2.617,2.219,,35.73,21186343,144115143,791633743,,22.83,hold,2.53,-2.15,97.85,-2.15,978.5,-21.5,9785.0,-215.0,-7.64,92.36,-7.64,923.6,-76.4,9236.0,-764.0,-22.19,77.81,-22.19,778.1,-221.9,7781.0,-2219.0,-38.5,61.5,-38.5,615.0,-385.0,6150.0,-3850.0,-72.0,28.0,-72.0,280.0,-720.0,2800.0,-7200.0,Nuclear Power Is the Only Real Answer to AI Data Center Demand and These 3 ETFs Cover the Trade at Three Risk Levels,24/7 Wall St.,2026-06-30,-0.382,NuScale Power (SMR) Secures Paragon Contract As SMR Rollout Gets More Real,Simply Wall St.,2026-06-27,0.318,Nuclear Stocks And Small Modular Reactors Ace Big Wins. A DOE Deadline Looms.,Investor's Business Daily,2026-06-26,0.477,,,,,,,,,,
OKLO,Oklo Inc,AI,smr,NYSE,52.33,-0.93%,-8.50%,-21.77%,-32.74%,+2%*,6.865,1.113,,13.74,7235768,58353668,264712568,,17.91,buy,2.0,-0.93,99.07,-0.93,990.7,-9.3,9907.0,-93.0,-8.5,91.5,-8.5,915.0,-85.0,9150.0,-850.0,-21.77,78.23,-21.77,782.3,-217.7,7823.0,-2177.0,-32.74,67.26,-32.74,672.6,-327.4,6726.0,-3274.0,2.0,102.0,2.0,1020.0,20.0,10200.0,200.0,Why DOE's July 4 Reactor Deadline Matters to Nuclear Stocks,Zacks,2026-06-30,0.026,Oklo’s Second Acquisition In Weeks Targets A Key Aurora Bottleneck – What Investors Need To Know,Stocktwits,2026-06-30,0.0,Oklo (OKLO) Buys Creative Engineers To Bring Aurora Reactor Expertise In House,Simply Wall St.,2026-06-30,0.44,,,,,,,,,,
NNE,NANO Nuclear Energy,AI,smr,NASDAQ,21.14,-1.45%,-11.55%,-28.82%,-23.43%,-34%*,0.831,5.044,,2.74,1759678,15285178,71794178,,27.74,strong_buy,1.4,-1.45,98.55,-1.45,985.5,-14.5,9855.0,-145.0,-11.55,88.45,-11.55,884.5,-115.5,8845.0,-1155.0,-28.82,71.18,-28.82,711.8,-288.2,7118.0,-2882.0,-23.43,76.57,-23.43,765.7,-234.3,7657.0,-2343.0,-34.0,66.0,-34.0,660.0,-340.0,6600.0,-3400.0,Nano Nuclear Shares Jump on Report of Potential UAE Investment Talks (NNE),InvestorsHub,2026-06-29,0.296,"Got $1,000 to Invest? This Stock Could Turn It Into $100,000 in 10 Years.",Motley Fool,2026-06-27,0.0,Nuclear Stocks And Small Modular Reactors Ace Big Wins. A DOE Deadline Looms.,Investor's Business Daily,2026-06-26,0.477,,,,,,,,,,
CCJ,Cameco Corporation,AI,uranium,NYSE,101.86,-0.53%,-6.46%,-9.53%,+3.35%,+44%,33.449,0.983,97.01,3.14,2892422,13585622,69949322,17.0,,buy,1.79,-0.53,99.47,-0.53,994.7,-5.3,9947.0,-53.0,-6.46,93.54,-6.46,935.4,-64.6,9354.0,-646.0,-9.53,90.47,-9.53,904.7,-95.3,9047.0,-953.0,3.35,103.35,3.35,1033.5,33.5,10335.0,335.0,44.0,144.0,44.0,1440.0,440.0,14400.0,4400.0,Cameco's Adjusted EBITDA Up 44% in Q126: More Upside Ahead?,Zacks,2026-06-29,0.0,What Cameco (TSX:CCO)'s AP1000-Linked US$17.5 Billion Loan Tailwind Means For Shareholders,Simply Wall St.,2026-06-27,0.0,Can Canada become a nuclear powerhouse? FP Video Explains,Financial Post,2026-06-27,0.0,,,,,,,,,,
UEC,Uranium Energy Corp,AI,uranium,NYSE,10.66,-1.30%,-6.00%,-21.56%,-18.69%,+65%,3.978,1.145,,10.18,6246385,51259585,277250985,,14.08,strong_buy,1.44,-1.3,98.7,-1.3,987.0,-13.0,9870.0,-130.0,-6.0,94.0,-6.0,940.0,-60.0,9400.0,-600.0,-21.56,78.44,-21.56,784.4,-215.6,7844.0,-2156.0,-18.69,81.31,-18.69,813.1,-186.9,8131.0,-1869.0,65.0,165.0,65.0,1650.0,650.0,16500.0,6500.0,Brokers Suggest Investing in Uranium Energy (UEC): Read This Before Placing a Bet,Zacks,2026-06-19,0.273,Cameco vs. Centrus Energy: Which Uranium Stock is the Better Buy Now?,Zacks,2026-06-18,0.612,Optimism Surrounds Uranium Energy (UEC) Following an Impressive Quarter,Insider Monkey,2026-06-17,0.836,,,,,,,,,,
LEU,Centrus Energy,AI,uranium,NYSE,167.87,+4.27%,-5.43%,-11.18%,-38.40%,-5%,2.49,1.339,60.82,0.91,560966,3799166,19939766,,22.45,buy,1.75,4.27,104.27,4.27,1042.7,42.7,10427.0,427.0,-5.43,94.57,-5.43,945.7,-54.3,9457.0,-543.0,-11.18,88.82,-11.18,888.2,-111.8,8882.0,-1118.0,-38.4,61.6,-38.4,616.0,-384.0,6160.0,-3840.0,-5.0,95.0,-5.0,950.0,-50.0,9500.0,-500.0,This Nuclear Energy Stock Has Plunged 32%. Buy It Now Before It Sets a New All-Time High.,Motley Fool,2026-06-30,0.273,Cameco's Adjusted EBITDA Up 44% in Q126: More Upside Ahead?,Zacks,2026-06-29,0.0,3 Reasons to Avoid LEU and 1 Stock to Buy Instead,StockStory,2026-06-29,-0.296,,,,,,,,,,
VRT,Vertiv Holdings,AI,power-infra,NYSE,334.82,+8.95%,+5.18%,+3.56%,+90.75%,+151%,96.967,2.037,83.91,6.13,5488555,46596455,149282555,8.0,3.91,strong_buy,1.46,8.95,108.95,8.95,1089.5,89.5,10895.0,895.0,5.18,105.18,5.18,1051.8,51.8,10518.0,518.0,3.56,103.56,3.56,1035.6,35.6,10356.0,356.0,90.75,190.75,90.75,1907.5,907.5,19075.0,9075.0,151.0,251.0,151.0,2510.0,1510.0,25100.0,15100.0,Vertiv and 6 More Stocks to Play the ‘Physical AI’ Boom,Barrons.com,2026-06-30,0.395,VRT Boosts Data Center Portfolio Through Acquisitions: What's Ahead?,Zacks,2026-06-30,0.318,"Here's Why AI Data Center Infrastructure Stock, Vertiv, Shot Higher Today",Motley Fool,2026-06-30,0.0,,,,,,,,,,
ETN,Eaton Corporation,AI,power-infra,NYSE,426.12,+4.69%,+5.14%,+6.51%,+30.96%,+15%,124.755,1.192,41.74,2.58,2516159,14283559,53197659,108.0,2.43,buy,1.63,4.69,104.69,4.69,1046.9,46.9,10469.0,469.0,5.14,105.14,5.14,1051.4,51.4,10514.0,514.0,6.51,106.51,6.51,1065.1,65.1,10651.0,651.0,30.96,130.96,30.96,1309.6,309.6,13096.0,3096.0,15.0,115.0,15.0,1150.0,150.0,11500.0,1500.0,Vertiv and 6 More Stocks to Play the ‘Physical AI’ Boom,Barrons.com,2026-06-30,0.395,Eaton (ETN) Dips More Than Broader Market: What You Should Know,Zacks,2026-06-26,0.0,Beyond Cloud & Memory: Infrastructure ETFs to Buy Amid AI Data Center Boom,Zacks,2026-06-26,0.0,,,,,,,,,,
POWL,Powell Industries,AI,power-infra,NASDAQ,286.36,+1.01%,-1.76%,-0.61%,+143.90%,+301%,7.866,1.128,55.93,0.71,591800,5990700,16485600,13.0,10.95,buy,2.25,1.01,101.01,1.01,1010.1,10.1,10101.0,101.0,-1.76,98.24,-1.76,982.4,-17.6,9824.0,-176.0,-0.61,99.39,-0.61,993.9,-6.1,9939.0,-61.0,143.9,243.9,143.9,2439.0,1439.0,24390.0,14390.0,301.0,401.0,301.0,4010.0,3010.0,40100.0,30100.0,Powell Industries (POWL) Joins Russell 1000 As Its Investor Base Shifts,Simply Wall St.,2026-06-30,0.0,Here's Why You Should Retain Powell Industries in Your Portfolio,Zacks,2026-06-29,0.0,Wall Street Analysts Think Powell Industries (POWL) Is a Good Investment: Is It?,Zacks,2026-06-29,0.44,,,,,,,,,,
EQIX,Equinix,AI,dc-operators,NASDAQ,1042.39,-3.63%,-6.59%,-0.80%,+37.84%,+36%,77.513,0.97,72.24,0.57,1163789,3938389,13438289,182.0,2.2,buy,1.58,-3.63,96.37,-3.63,963.7,-36.3,9637.0,-363.0,-6.59,93.41,-6.59,934.1,-65.9,9341.0,-659.0,-0.8,99.2,-0.8,992.0,-8.0,9920.0,-80.0,37.84,137.84,37.84,1378.4,378.4,13784.0,3784.0,36.0,136.0,36.0,1360.0,360.0,13600.0,3600.0,Cisco (CSCO) Expands AI And Quantum Networking Ties With Equinix Rafay And Rotterdam,Simply Wall St.,2026-06-30,0.103,Multiple Factors Lifted Equinix (EQIX) in Q1,Insider Monkey,2026-06-29,0.0,Here’s Why Cisco (CSCO) is Among the 15 Best AI Stocks That Will Make You Rich in 10 Years,Insider Monkey,2026-06-27,0.832,,,,,,,,,,
DLR,Digital Realty,AI,dc-operators,NYSE,179.58,-3.92%,-7.91%,-2.28%,+17.40%,+11%,48.432,1.046,47.63,2.3,9024914,21559214,64621514,256.0,0.01,buy,1.72,-3.92,96.08,-3.92,960.8,-39.2,9608.0,-392.0,-7.91,92.09,-7.91,920.9,-79.1,9209.0,-791.0,-2.28,97.72,-2.28,977.2,-22.8,9772.0,-228.0,17.4,117.4,17.4,1174.0,174.0,11740.0,1740.0,11.0,111.0,11.0,1110.0,110.0,11100.0,1100.0,Digital Realty Buys $3.5 Billion in Blackstone Data Centers,GuruFocus.com,2026-06-30,0.0,US Equity Markets End Higher Amid Semiconductor-Led Technology Stock Gains,MT Newswires,2026-06-30,0.34,Digital Realty Strengthens Portfolio With $7.8B Data Center Deal,Zacks,2026-06-30,0.459,,,,,,,,,,
AMT,American Tower,AI,dc-operators,NYSE,163.57,-3.27%,-8.81%,-11.94%,-4.59%,-25%,57.458,0.891,26.34,3.19,5365295,24244795,75609495,414.0,2.21,buy,1.64,-3.27,96.73,-3.27,967.3,-32.7,9673.0,-327.0,-8.81,91.19,-8.81,911.9,-88.1,9119.0,-881.0,-11.94,88.06,-11.94,880.6,-119.4,8806.0,-1194.0,-4.59,95.41,-4.59,954.1,-45.9,9541.0,-459.0,-25.0,75.0,-25.0,750.0,-250.0,7500.0,-2500.0,Index Additions And AI Infrastructure Optimism Might Change The Case For Investing In American Tower (AMT),Simply Wall St.,2026-06-30,0.542,Goldman Highlights American Tower (AMT) Diversification and Data Center Exposure,Insider Monkey,2026-06-30,0.0,American Tower (AMT) Moves 4.1% Higher: Will This Strength Last?,Zacks,2026-06-29,0.579,,,,,,,,,,
