ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
TLN,Talen Energy,AI,nuclear-ops,NASDAQ,404.09,-2.28%,-7.38%,+6.40%,+1.86%,+40%,14.634,1.604,,0.77,1548400,5981300,20571400,,5.56,buy,1.59,-2.28,97.72,-2.28,977.2,-22.8,9772.0,-228.0,-7.38,92.62,-7.38,926.2,-73.8,9262.0,-738.0,6.4,106.4,6.4,1064.0,64.0,10640.0,640.0,1.86,101.86,1.86,1018.6,18.6,10186.0,186.0,40.0,140.0,40.0,1400.0,400.0,14000.0,4000.0,Microsoft Solves AI’s Biggest Bottleneck With Chevron Deal,MarketBeat,2026-06-25,0.273,"IBM upgrade, SpaceX initiation among today's top calls on Wall Street",The Fly,2026-06-23,0.202,Stocks Sharply Higher as US-Iran Peace Deal Eases Inflation Risks,Barchart,2026-06-18,0.572,10,buy,0.6,"Nuclear ops play up +5.06% YTD, +7.15% 1M, +1.71% 1W with buy consensus (an_score 1.59); benefits from increasing AI-driven power demand; no P/E but momentum is improving.",+7.15% 1M; +1.71% 1W; buy consensus; AI power demand tailwind,,,,,
BEP,Brookfield Renewable,AI,nuclear-ops,NYSE,35.27,-5.32%,+0.09%,-2.40%,+29.18%,+38%,17.191,0.989,,0.89,589324,4107424,17946724,445.0,0.59,buy,2.31,-5.32,94.68,-5.32,946.8,-53.2,9468.0,-532.0,0.09,100.09,0.09,1000.9,0.9,10009.0,9.0,-2.4,97.6,-2.4,976.0,-24.0,9760.0,-240.0,29.18,129.18,29.18,1291.8,291.8,12918.0,2918.0,38.0,138.0,38.0,1380.0,380.0,13800.0,3800.0,The U.S. Government is Supercharging the Nuclear Energy Resurgence With $17.5 Billion in Loans. Here's What it Means for Utility Stocks.,Motley Fool,2026-06-24,0.273,Is Cameco Set to Benefit From DOE-Backed Nuclear Expansion?,Zacks,2026-06-24,0.459,"HA Sustainable Stock Outlook Turns on Yield, Liquidity, Policy Risks",Zacks,2026-06-19,0.258,,,,,,,,,,
BEPC,Brookfield Renewable Corp,AI,nuclear-ops,NYSE,37.71,+0.86%,+0.77%,-2.77%,-3.67%,+15%,5.211,1.15,,1.53,933336,8011536,34343536,417.0,,none,,0.86,100.86,0.86,1008.6,8.6,10086.0,86.0,0.77,100.77,0.77,1007.7,7.7,10077.0,77.0,-2.77,97.23,-2.77,972.3,-27.7,9723.0,-277.0,-3.67,96.33,-3.67,963.3,-36.7,9633.0,-367.0,15.0,115.0,15.0,1150.0,150.0,11500.0,1500.0,This is My Favorite Nuclear Energy Stock to Capitalize on the AI Power Boom,Motley Fool,2026-06-20,0.625,Brookfield Is Launching Another Renewable Energy Company. Here's What Investors Need to Know.,Motley Fool,2026-06-18,0.273,3 High-Yield Energy Stocks Worth Buying for the Income -- and Holding for the Gains,Motley Fool,2026-06-17,0.66,,,,,,,,,,
GEV,GE Vernova,AI,smr,NYSE,1045.17,-3.65%,-5.82%,+1.34%,+54.09%,+109%,212.803,1.045,30.57,2.7,3627455,17161955,72518055,18.0,3.93,buy,1.58,-3.65,96.35,-3.65,963.5,-36.5,9635.0,-365.0,-5.82,94.18,-5.82,941.8,-58.2,9418.0,-582.0,1.34,101.34,1.34,1013.4,13.4,10134.0,134.0,54.09,154.09,54.09,1540.9,540.9,15409.0,5409.0,109.0,209.0,109.0,2090.0,1090.0,20900.0,10900.0,Nuclear Stocks And Small Modular Reactors Ace Big Wins. A DOE Deadline Looms.,Investor's Business Daily,2026-06-26,0.477,Constellation Energy vs. GE Vernova: Which Utilities Stock Is a Better Buy in 2026?,Motley Fool,2026-06-26,0.612,"After Doubling in a Year, GE Vernova Stock Isn’t Done Climbing",Barchart,2026-06-25,0.0,,,,,,,,,,
BWXT,BWX Technologies,AI,smr,NYSE,197.91,-3.01%,-3.65%,-0.52%,+9.13%,+43%,13.738,0.734,52.78,0.99,793746,4488746,22264246,51.0,4.05,buy,1.8,-3.01,96.99,-3.01,969.9,-30.1,9699.0,-301.0,-3.65,96.35,-3.65,963.5,-36.5,9635.0,-365.0,-0.52,99.48,-0.52,994.8,-5.2,9948.0,-52.0,9.13,109.13,9.13,1091.3,91.3,10913.0,913.0,43.0,143.0,43.0,1430.0,430.0,14300.0,4300.0,SMR or BWXT: Why One Nuclear Stock Looks More Attractive,Zacks,2026-06-26,0.493,"Micron’s Blowout Sparked a Chip Rally, but the Smart Money Is Already Rotating Into Defense and Space",24/7 Wall St.,2026-06-25,0.649,"Boeing, Lockheed Land Big Contracts; Senate Passes War Powers Resolution",Investor's Business Daily,2026-06-24,-0.599,,,,,,,,,,
SMR,NuScale Power,AI,smr,NYSE,10.1,+0.35%,-13.97%,-16.32%,-38.07%,-74%*,2.649,2.219,,35.33,17826951,139407651,815521751,,22.83,hold,2.53,0.35,100.35,0.35,1003.5,3.5,10035.0,35.0,-13.97,86.03,-13.97,860.3,-139.7,8603.0,-1397.0,-16.32,83.68,-16.32,836.8,-163.2,8368.0,-1632.0,-38.07,61.93,-38.07,619.3,-380.7,6193.0,-3807.0,-74.0,26.0,-74.0,260.0,-740.0,2600.0,-7400.0,Nuclear Stocks And Small Modular Reactors Ace Big Wins. A DOE Deadline Looms.,Investor's Business Daily,2026-06-26,0.477,Where Will NuScale Power Stock Be in 100 Years?,Motley Fool,2026-06-26,0.0,SMR or BWXT: Why One Nuclear Stock Looks More Attractive,Zacks,2026-06-26,0.493,,,,,,,,,,
OKLO,Oklo Inc,AI,smr,NYSE,50.0,-2.61%,-18.26%,-26.28%,-35.73%,-8%*,6.592,1.113,,13.5,22762049,59529749,298642149,,17.91,buy,1.96,-2.61,97.39,-2.61,973.9,-26.1,9739.0,-261.0,-18.26,81.74,-18.26,817.4,-182.6,8174.0,-1826.0,-26.28,73.72,-26.28,737.2,-262.8,7372.0,-2628.0,-35.73,64.27,-35.73,642.7,-357.3,6427.0,-3573.0,-8.0,92.0,-8.0,920.0,-80.0,9200.0,-800.0,Nuclear Stocks And Small Modular Reactors Ace Big Wins. A DOE Deadline Looms.,Investor's Business Daily,2026-06-26,0.477,Should You Forget NuScale Power and Buy Oklo Stock Instead?,Motley Fool,2026-06-26,-0.226,Oklo Is Using AI to Design Nuclear Reactors Faster. Here's Why OKLO Stock Deserves a Second Look.,Motley Fool,2026-06-26,0.0,,,,,,,,,,
NNE,NANO Nuclear Energy,AI,smr,NASDAQ,19.87,-5.15%,-29.56%,-27.38%,-28.03%,-40%*,0.785,5.044,,2.67,4370371,16783071,74845971,,27.74,strong_buy,1.4,-5.15,94.85,-5.15,948.5,-51.5,9485.0,-515.0,-29.56,70.44,-29.56,704.4,-295.6,7044.0,-2956.0,-27.38,72.62,-27.38,726.2,-273.8,7262.0,-2738.0,-28.03,71.97,-28.03,719.7,-280.3,7197.0,-2803.0,-40.0,60.0,-40.0,600.0,-400.0,6000.0,-4000.0,Nuclear Stocks And Small Modular Reactors Ace Big Wins. A DOE Deadline Looms.,Investor's Business Daily,2026-06-26,0.477,NANO Nuclear Energy (NNE) Names Interim Reactor Lead As NRC Review Starts,Simply Wall St.,2026-06-26,0.273,Nano Nuclear Energy vs. NuScale Power: Which Nuclear Energy Stock Is a Better Buy in 2026?,Motley Fool,2026-06-25,0.727,,,,,,,,,,
CCJ,Cameco Corporation,AI,uranium,NYSE,104.49,+0.91%,-1.88%,-2.75%,+6.02%,+41%,34.482,0.983,99.51,3.16,2314646,14715346,72679646,17.0,,buy,1.79,0.91,100.91,0.91,1009.1,9.1,10091.0,91.0,-1.88,98.12,-1.88,981.2,-18.8,9812.0,-188.0,-2.75,97.25,-2.75,972.5,-27.5,9725.0,-275.0,6.02,106.02,6.02,1060.2,60.2,10602.0,602.0,41.0,141.0,41.0,1410.0,410.0,14100.0,4100.0,Canada's nuclear push: Can it move fast enough?,Financial Post,2026-06-25,0.0,The U.S. Government is Supercharging the Nuclear Energy Resurgence With $17.5 Billion in Loans. Here's What it Means for Utility Stocks.,Motley Fool,2026-06-24,0.273,Strathmore Plus Uranium Planning a Drill Program on Beaver Rim Project,MT Newswires,2026-06-24,0.0,,,,,,,,,,
UEC,Uranium Energy Corp,AI,uranium,NYSE,10.8,+2.37%,-10.07%,-19.64%,-17.62%,+58%,4.05,1.145,,10.01,21975351,57545051,284219251,,14.08,strong_buy,1.44,2.37,102.37,2.37,1023.7,23.7,10237.0,237.0,-10.07,89.93,-10.07,899.3,-100.7,8993.0,-1007.0,-19.64,80.36,-19.64,803.6,-196.4,8036.0,-1964.0,-17.62,82.38,-17.62,823.8,-176.2,8238.0,-1762.0,58.0,158.0,58.0,1580.0,580.0,15800.0,5800.0,Brokers Suggest Investing in Uranium Energy (UEC): Read This Before Placing a Bet,Zacks,2026-06-19,0.273,Cameco vs. Centrus Energy: Which Uranium Stock is the Better Buy Now?,Zacks,2026-06-18,0.612,Optimism Surrounds Uranium Energy (UEC) Following an Impressive Quarter,Insider Monkey,2026-06-17,0.836,,,,,,,,,,
LEU,Centrus Energy,AI,uranium,NYSE,165.52,-1.62%,-13.52%,-8.11%,-39.26%,+1%,2.467,1.339,60.41,0.9,508657,3904257,20258657,,22.45,buy,1.75,-1.62,98.38,-1.62,983.8,-16.2,9838.0,-162.0,-13.52,86.48,-13.52,864.8,-135.2,8648.0,-1352.0,-8.11,91.89,-8.11,918.9,-81.1,9189.0,-811.0,-39.26,60.74,-39.26,607.4,-392.6,6074.0,-3926.0,1.0,101.0,1.0,1010.0,10.0,10100.0,100.0,1 Profitable Stock Worth Your Attention and 2 We Ignore,StockStory,2026-06-26,0.318,Centrus Energy (LEU) Stock After 37% YTD Drop Is The Discount Real?,Simply Wall St.,2026-06-25,0.0,"Centrus Energy and Helix Energy Solutions Shares Plummet, What You Need To Know",StockStory,2026-06-24,0.727,,,,,,,,,,
VRT,Vertiv Holdings,AI,power-infra,NYSE,303.95,-6.76%,-8.74%,-4.93%,+73.16%,+156%,88.46,2.037,76.56,5.86,7492452,37465552,140485552,8.0,3.91,strong_buy,1.48,-6.76,93.24,-6.76,932.4,-67.6,9324.0,-676.0,-8.74,91.26,-8.74,912.6,-87.4,9126.0,-874.0,-4.93,95.07,-4.93,950.7,-49.3,9507.0,-493.0,73.16,173.16,73.16,1731.6,731.6,17316.0,7316.0,156.0,256.0,156.0,2560.0,1560.0,25600.0,15600.0,Eaton vs. Vertiv: Which Industrials Stock Is a Better Buy in 2026?,Motley Fool,2026-06-26,0.44,Investors Heavily Search Vertiv Holdings Co. (VRT): Here is What You Need to Know,Zacks,2026-06-26,0.0,Can AI Infrastructure Demand Fuel CDW's Growth in 2026?,Zacks,2026-06-25,0.273,,,,,,,,,,
ETN,Eaton Corporation,AI,power-infra,NYSE,402.68,-3.89%,-4.53%,-0.91%,+23.75%,+19%,118.473,1.192,39.48,2.54,5239959,14563559,56932859,105.0,2.43,buy,1.72,-3.89,96.11,-3.89,961.1,-38.9,9611.0,-389.0,-4.53,95.47,-4.53,954.7,-45.3,9547.0,-453.0,-0.91,99.09,-0.91,990.9,-9.1,9909.0,-91.0,23.75,123.75,23.75,1237.5,237.5,12375.0,2375.0,19.0,119.0,19.0,1190.0,190.0,11900.0,1900.0,Beyond Cloud & Memory: Infrastructure ETFs to Buy Amid AI Data Center Boom,Zacks,2026-06-26,0.0,Eaton vs. Vertiv: Which Industrials Stock Is a Better Buy in 2026?,Motley Fool,2026-06-26,0.44,"Top Analyst Reports for Micron Technology, Coca-Cola & Arista Networks",Zacks,2026-06-23,0.202,,,,,,,,,,
POWL,Powell Industries,AI,power-infra,NASDAQ,279.77,-8.87%,-5.86%,-5.46%,+138.29%,+336%,7.723,1.128,54.43,0.66,2485541,5566441,15714941,12.0,10.95,none,,-8.87,91.13,-8.87,911.3,-88.7,9113.0,-887.0,-5.86,94.14,-5.86,941.4,-58.6,9414.0,-586.0,-5.46,94.54,-5.46,945.4,-54.6,9454.0,-546.0,138.29,238.29,138.29,2382.9,1382.9,23829.0,13829.0,336.0,436.0,336.0,4360.0,3360.0,43600.0,33600.0,Why Powell (POWL) Stock Is Trading Up Today,StockStory,2026-06-25,0.0,What Makes Powell Industries (POWL) a Strong Investment?,Insider Monkey,2026-06-25,0.511,3 Reasons We’re Fans of Powell (POWL),StockStory,2026-06-24,0.0,,,,,,,,,,
EQIX,Equinix,AI,dc-operators,NASDAQ,1091.3,-0.79%,-0.08%,+1.97%,+44.31%,+39%,81.549,0.97,75.42,0.56,621677,3746777,13459077,181.0,2.2,buy,1.58,-0.79,99.21,-0.79,992.1,-7.9,9921.0,-79.0,-0.08,99.92,-0.08,999.2,-0.8,9992.0,-8.0,1.97,101.97,1.97,1019.7,19.7,10197.0,197.0,44.31,144.31,44.31,1443.1,443.1,14431.0,4431.0,39.0,139.0,39.0,1390.0,390.0,13900.0,3900.0,AI Data Center Boom Could Drive Fuel Cell Market to $30 Billion by 2030,Oilprice.com,2026-06-25,0.0,How Cisco’s Secure AI Factory and Quantum Networking Bets Could Reshape the Cisco Systems (CSCO) Narrative,Simply Wall St.,2026-06-23,0.34,Why Cisco (CSCO) Is Turning AI Infrastructure Into a Hybrid Data Center Security Opportunity,Insider Monkey,2026-06-22,0.637,,,,,,,,,,
DLR,Digital Realty,AI,dc-operators,NYSE,193.0,-1.03%,+2.58%,+1.34%,+26.18%,+12%,52.308,1.046,51.19,2.27,3165576,15923276,60019176,254.0,0.01,buy,1.72,-1.03,98.97,-1.03,989.7,-10.3,9897.0,-103.0,2.58,102.58,2.58,1025.8,25.8,10258.0,258.0,1.34,101.34,1.34,1013.4,13.4,10134.0,134.0,26.18,126.18,26.18,1261.8,261.8,12618.0,2618.0,12.0,112.0,12.0,1120.0,120.0,11200.0,1200.0,Nebius vs. Digital Realty: Which AI Infrastructure Stock is the Better Buy?,Zacks,2026-06-26,0.44,Digital Realty Bets on AI Growth With Major Expansion Moves,Zacks,2026-06-23,0.382,"Company News for Jun 23, 2026",Zacks,2026-06-23,0.0,,,,,,,,,,
AMT,American Tower,AI,dc-operators,NYSE,175.59,+3.59%,-0.26%,-4.17%,+2.42%,-23%,61.984,0.891,28.37,3.11,2929318,17487618,71791818,414.0,2.21,buy,1.68,3.59,103.59,3.59,1035.9,35.9,10359.0,359.0,-0.26,99.74,-0.26,997.4,-2.6,9974.0,-26.0,-4.17,95.83,-4.17,958.3,-41.7,9583.0,-417.0,2.42,102.42,2.42,1024.2,24.2,10242.0,242.0,-23.0,77.0,-23.0,770.0,-230.0,7700.0,-2300.0,"American Tower Set to Outpace Competitors' Revenue Growth, RBC Says",MT Newswires,2026-06-26,0.382,American Tower seen as top U.S. tower pick as analysts turn more bullish,Investing.com,2026-06-26,0.202,"Robinhood initiation, Nike downgrade among today's top calls on Wall Street",The Fly,2026-06-26,0.202,,,,,,,,,,
