ticker,company_name,sector,category,exchange,price_usd,change_1d,change_1w,change_1m,change_ytd,return_1yr,market_cap_gbp_b,beta,pe_ratio,avg_volume_m,vol_1d,vol_1w,vol_1m,div_yield_pct,short_pct,analyst,analyst_score,pct_1d,val_100_1d,profit_100_1d,val_1000_1d,profit_1000_1d,val_10000_1d,profit_10000_1d,pct_1w,val_100_1w,profit_100_1w,val_1000_1w,profit_1000_1w,val_10000_1w,profit_10000_1w,pct_1m,val_100_1m,profit_100_1m,val_1000_1m,profit_1000_1m,val_10000_1m,profit_10000_1m,pct_ytd,val_100_ytd,profit_100_ytd,val_1000_ytd,profit_1000_ytd,val_10000_ytd,profit_10000_ytd,pct_1y,val_100_1y,profit_100_1y,val_1000_1y,profit_1000_1y,val_10000_1y,profit_10000_1y,news1_title,news1_publisher,news1_date,news1_sentiment,news2_title,news2_publisher,news2_date,news2_sentiment,news3_title,news3_publisher,news3_date,news3_sentiment,signal_rank,signal,signal_confidence,signal_rationale,signal_drivers,portfolio_held,portfolio_quantity,portfolio_avg_price,portfolio_ppl,portfolio_total_value
TLN,Talen Energy,AI,nuclear-ops,NASDAQ,416.8,+1.18%,+1.71%,+7.15%,+5.06%,+39%,15.095,1.604,,0.76,948430,6427730,20297930,,5.58,buy,1.59,1.18,101.18,1.18,1011.8,11.8,10118.0,118.0,1.71,101.71,1.71,1017.1,17.1,10171.0,171.0,7.15,107.15,7.15,1071.5,71.5,10715.0,715.0,5.06,105.06,5.06,1050.6,50.6,10506.0,506.0,39.0,139.0,39.0,1390.0,390.0,13900.0,3900.0,"IBM upgrade, SpaceX initiation among today's top calls on Wall Street",The Fly,2026-06-23,0.202,"Nuclear Stocks Oklo, Centrus Jump After Signing Uranium Deal",Investor's Business Daily,2026-06-18,0.0,Stocks Supported as Geopolitical Risks Recede,Barchart,2026-06-18,0.052,,,,,,,,,,
BEP,Brookfield Renewable,AI,nuclear-ops,NYSE,35.23,-1.59%,+2.89%,-3.62%,+29.04%,+38%,17.173,0.989,,0.89,780914,4678814,18768514,444.0,0.66,buy,2.31,-1.59,98.41,-1.59,984.1,-15.9,9841.0,-159.0,2.89,102.89,2.89,1028.9,28.9,10289.0,289.0,-3.62,96.38,-3.62,963.8,-36.2,9638.0,-362.0,29.04,129.04,29.04,1290.4,290.4,12904.0,2904.0,38.0,138.0,38.0,1380.0,380.0,13800.0,3800.0,The U.S. Government is Supercharging the Nuclear Energy Resurgence With $17.5 Billion in Loans. Here's What it Means for Utility Stocks.,Motley Fool,2026-06-24,0.273,Is Cameco Set to Benefit From DOE-Backed Nuclear Expansion?,Zacks,2026-06-24,0.459,"HA Sustainable Stock Outlook Turns on Yield, Liquidity, Policy Risks",Zacks,2026-06-19,0.258,,,,,,,,,,
BEPC,Brookfield Renewable Corp,AI,nuclear-ops,NYSE,37.62,-1.23%,+4.56%,-2.73%,-3.90%,+15%,5.199,1.15,,1.54,1577050,8815450,34307350,414.0,,none,,-1.23,98.77,-1.23,987.7,-12.3,9877.0,-123.0,4.56,104.56,4.56,1045.6,45.6,10456.0,456.0,-2.73,97.27,-2.73,972.7,-27.3,9727.0,-273.0,-3.9,96.1,-3.9,961.0,-39.0,9610.0,-390.0,15.0,115.0,15.0,1150.0,150.0,11500.0,1500.0,This is My Favorite Nuclear Energy Stock to Capitalize on the AI Power Boom,Motley Fool,2026-06-20,0.625,Brookfield Is Launching Another Renewable Energy Company. Here's What Investors Need to Know.,Motley Fool,2026-06-18,0.273,3 High-Yield Energy Stocks Worth Buying for the Income -- and Holding for the Gains,Motley Fool,2026-06-17,0.66,,,,,,,,,,
GEV,GE Vernova,AI,smr,NYSE,1085.47,+0.50%,+3.49%,+1.45%,+60.03%,+109%,221.023,1.045,31.67,2.7,2323109,17451409,70340109,19.0,3.42,buy,1.58,0.5,100.5,0.5,1005.0,5.0,10050.0,50.0,3.49,103.49,3.49,1034.9,34.9,10349.0,349.0,1.45,101.45,1.45,1014.5,14.5,10145.0,145.0,60.03,160.03,60.03,1600.3,600.3,16003.0,6003.0,109.0,209.0,109.0,2090.0,1090.0,20900.0,10900.0,Forget XLU. The Grid Fund Actually Powering the AI Boom Is Up 23% in 2026,24/7 Wall St.,2026-06-25,-0.226,GEV vs. PEG: Which Grid Modernization Leader Is the Smarter Buy Now?,Zacks,2026-06-25,0.459,Energy Transition Today - Romania's Wind Energy Milestone Secures Major Investment,Simply Wall St.,2026-06-25,0.67,,,,,,,,,,
BWXT,BWX Technologies,AI,smr,NYSE,204.77,-1.46%,+0.84%,+0.19%,+12.91%,+45%,14.215,0.734,54.75,1.01,662226,5972426,22582626,51.0,3.71,buy,1.8,-1.46,98.54,-1.46,985.4,-14.6,9854.0,-146.0,0.84,100.84,0.84,1008.4,8.4,10084.0,84.0,0.19,100.19,0.19,1001.9,1.9,10019.0,19.0,12.91,112.91,12.91,1129.1,129.1,11291.0,1291.0,45.0,145.0,45.0,1450.0,450.0,14500.0,4500.0,"Micron’s Blowout Sparked a Chip Rally, but the Smart Money Is Already Rotating Into Defense and Space",24/7 Wall St.,2026-06-25,0.649,"Boeing, Lockheed Land Big Contracts; Senate Passes War Powers Resolution",Investor's Business Daily,2026-06-24,-0.599,BWX Technologies (BWXT) Licenses Mpower Reactor To Applied Atomics For New Markets,Simply Wall St.,2026-06-23,0.0,,,,,,,,,,
SMR,NuScale Power,AI,smr,NYSE,10.07,-3.91%,-2.61%,-17.59%,-38.26%,-73%*,2.641,2.219,,35.22,19948794,187390894,839856394,,19.97,hold,2.53,-3.91,96.09,-3.91,960.9,-39.1,9609.0,-391.0,-2.61,97.39,-2.61,973.9,-26.1,9739.0,-261.0,-17.59,82.41,-17.59,824.1,-175.9,8241.0,-1759.0,-38.26,61.74,-38.26,617.4,-382.6,6174.0,-3826.0,-73.0,27.0,-73.0,270.0,-730.0,2700.0,-7300.0,NuScale Power Stock Is Plunging: What's Causing the Decline,Motley Fool,2026-06-25,0.0,Nano Nuclear Energy vs. NuScale Power: Which Nuclear Energy Stock Is a Better Buy in 2026?,Motley Fool,2026-06-25,0.727,OKLO's Licensing Strategy Aims to Support Reactor Rollout,Zacks,2026-06-24,0.402,,,,,,,,,,
OKLO,Oklo Inc,AI,smr,NYSE,51.01,-7.64%,-13.28%,-25.75%,-34.43%,-3%*,6.725,1.113,,13.46,9633737,51123637,294297737,,18.02,buy,1.96,-7.64,92.36,-7.64,923.6,-76.4,9236.0,-764.0,-13.28,86.72,-13.28,867.2,-132.8,8672.0,-1328.0,-25.75,74.25,-25.75,742.5,-257.5,7425.0,-2575.0,-34.43,65.57,-34.43,655.7,-344.3,6557.0,-3443.0,-3.0,97.0,-3.0,970.0,-30.0,9700.0,-300.0,"Top Stock Reports for JPMorgan, Novartis & Qualcomm",Zacks,2026-06-25,0.202,Why Oklo Stock Keeps Going Down,Motley Fool,2026-06-24,0.0,Agility Robotics goes public with Churchill Capital SPAC merger,Quartz,2026-06-24,0.0,,,,,,,,,,
NNE,NANO Nuclear Energy,AI,smr,NASDAQ,20.65,-13.02%,-18.41%,-28.96%,-25.21%,-35%*,0.816,5.044,,2.63,3788188,17791588,75668088,,23.75,strong_buy,1.4,-13.02,86.98,-13.02,869.8,-130.2,8698.0,-1302.0,-18.41,81.59,-18.41,815.9,-184.1,8159.0,-1841.0,-28.96,71.04,-28.96,710.4,-289.6,7104.0,-2896.0,-25.21,74.79,-25.21,747.9,-252.1,7479.0,-2521.0,-35.0,65.0,-35.0,650.0,-350.0,6500.0,-3500.0,Nano Nuclear Energy vs. NuScale Power: Which Nuclear Energy Stock Is a Better Buy in 2026?,Motley Fool,2026-06-25,0.727,"NNE Stock Gains Premarket Amid Leadership Reshuffle, Global Nuclear Push",Stocktwits,2026-06-25,0.34,"Zacks Investment Ideas feature highlights: Nano Nuclear Energy, X-Energy and Amazon",Zacks,2026-06-25,0.421,,,,,,,,,,
CCJ,Cameco Corporation,AI,uranium,NYSE,103.58,-3.47%,-1.98%,-4.24%,+5.09%,+43%,34.184,0.983,97.72,3.15,2965229,15422829,73284529,16.0,,buy,1.79,-3.47,96.53,-3.47,965.3,-34.7,9653.0,-347.0,-1.98,98.02,-1.98,980.2,-19.8,9802.0,-198.0,-4.24,95.76,-4.24,957.6,-42.4,9576.0,-424.0,5.09,105.09,5.09,1050.9,50.9,10509.0,509.0,43.0,143.0,43.0,1430.0,430.0,14300.0,4300.0,Canada's nuclear push: Can it move fast enough?,Financial Post,2026-06-25,0.0,The U.S. Government is Supercharging the Nuclear Energy Resurgence With $17.5 Billion in Loans. Here's What it Means for Utility Stocks.,Motley Fool,2026-06-24,0.273,Strathmore Plus Uranium Planning a Drill Program on Beaver Rim Project,MT Newswires,2026-06-24,0.0,,,,,,,,,,
UEC,Uranium Energy Corp,AI,uranium,NYSE,10.59,-4.93%,-7.27%,-21.61%,-19.22%,+55%,3.971,1.145,,10.0,6858736,60166336,270925136,,12.92,strong_buy,1.44,-4.93,95.07,-4.93,950.7,-49.3,9507.0,-493.0,-7.27,92.73,-7.27,927.3,-72.7,9273.0,-727.0,-21.61,78.39,-21.61,783.9,-216.1,7839.0,-2161.0,-19.22,80.78,-19.22,807.8,-192.2,8078.0,-1922.0,55.0,155.0,55.0,1550.0,550.0,15500.0,5500.0,Brokers Suggest Investing in Uranium Energy (UEC): Read This Before Placing a Bet,Zacks,2026-06-19,0.273,Cameco vs. Centrus Energy: Which Uranium Stock is the Better Buy Now?,Zacks,2026-06-18,0.612,Optimism Surrounds Uranium Energy (UEC) Following an Impressive Quarter,Insider Monkey,2026-06-17,0.836,,,,,,,,,,
LEU,Centrus Energy,AI,uranium,NYSE,170.38,-2.41%,+0.04%,-7.08%,-37.48%,-2%,2.54,1.339,61.73,0.9,855421,5552721,20600721,,22.09,buy,1.75,-2.41,97.59,-2.41,975.9,-24.1,9759.0,-241.0,0.04,100.04,0.04,1000.4,0.4,10004.0,4.0,-7.08,92.92,-7.08,929.2,-70.8,9292.0,-708.0,-37.48,62.52,-37.48,625.2,-374.8,6252.0,-3748.0,-2.0,98.0,-2.0,980.0,-20.0,9800.0,-200.0,Centrus Energy (LEU) Stock After 37% YTD Drop Is The Discount Real?,Simply Wall St.,2026-06-25,0.0,"Centrus Energy and Helix Energy Solutions Shares Plummet, What You Need To Know",StockStory,2026-06-24,0.727,"As Centrus Order Backlog Swells, Growth Acceleration Can Trigger Stock Upside",Barchart,2026-06-23,0.382,,,,,,,,,,
VRT,Vertiv Holdings,AI,power-infra,NYSE,325.57,-2.14%,+2.52%,+0.53%,+85.48%,+156%,94.759,2.037,81.6,5.87,6168679,37099379,139380479,8.0,3.73,strong_buy,1.48,-2.14,97.86,-2.14,978.6,-21.4,9786.0,-214.0,2.52,102.52,2.52,1025.2,25.2,10252.0,252.0,0.53,100.53,0.53,1005.3,5.3,10053.0,53.0,85.48,185.48,85.48,1854.8,854.8,18548.0,8548.0,156.0,256.0,156.0,2560.0,1560.0,25600.0,15600.0,Can AI Infrastructure Demand Fuel CDW's Growth in 2026?,Zacks,2026-06-25,0.273,Can AI-Driven Liquid Cooling Demand Boost NVT's Long-Term Growth?,Zacks,2026-06-24,0.586,"Unlocking an AI Boom in Small Business: Pax8 VP of AI Adoption Chance Weaver, Live from Pax8 Beyond 2026",Exec Edge,2026-06-24,0.25,,,,,,,,,,
ETN,Eaton Corporation,AI,power-infra,NYSE,419.87,+2.16%,+2.50%,+4.15%,+29.03%,+16%,123.539,1.192,41.0,2.54,1816809,12959909,54468809,109.0,2.52,buy,1.72,2.16,102.16,2.16,1021.6,21.6,10216.0,216.0,2.5,102.5,2.5,1025.0,25.0,10250.0,250.0,4.15,104.15,4.15,1041.5,41.5,10415.0,415.0,29.03,129.03,29.03,1290.3,290.3,12903.0,2903.0,16.0,116.0,16.0,1160.0,160.0,11600.0,1600.0,"Top Analyst Reports for Micron Technology, Coca-Cola & Arista Networks",Zacks,2026-06-23,0.202,"Cummins Stock Adds Horsepower, Not Ballast",Trefis,2026-06-23,0.0,Eaton Corporation to Merge Mobility Business with Dana,Insider Monkey,2026-06-22,0.0,,,,,,,,,,
POWL,Powell Industries,AI,power-infra,NASDAQ,309.2,+4.11%,+5.16%,+5.90%,+163.35%,+343%,8.536,1.128,60.39,0.66,764540,4237940,13707340,12.0,11.45,none,,4.11,104.11,4.11,1041.1,41.1,10411.0,411.0,5.16,105.16,5.16,1051.6,51.6,10516.0,516.0,5.9,105.9,5.9,1059.0,59.0,10590.0,590.0,163.35,263.35,163.35,2633.5,1633.5,26335.0,16335.0,343.0,443.0,343.0,4430.0,3430.0,44300.0,34300.0,What Makes Powell Industries (POWL) a Strong Investment?,Insider Monkey,2026-06-25,0.511,3 Reasons We’re Fans of Powell (POWL),StockStory,2026-06-24,0.0,Powell Industries (POWL) Dips More Than Broader Market: What You Should Know,Zacks,2026-06-23,0.0,,,,,,,,,,
EQIX,Equinix,AI,dc-operators,NASDAQ,1087.61,-1.13%,-0.08%,+0.93%,+43.82%,+47%,81.279,0.97,75.27,0.56,621838,3832938,13946338,180.0,2.26,buy,1.58,-1.13,98.87,-1.13,988.7,-11.3,9887.0,-113.0,-0.08,99.92,-0.08,999.2,-0.8,9992.0,-8.0,0.93,100.93,0.93,1009.3,9.3,10093.0,93.0,43.82,143.82,43.82,1438.2,438.2,14382.0,4382.0,47.0,147.0,47.0,1470.0,470.0,14700.0,4700.0,AI Data Center Boom Could Drive Fuel Cell Market to $30 Billion by 2030,Oilprice.com,2026-06-25,0.0,How Cisco’s Secure AI Factory and Quantum Networking Bets Could Reshape the Cisco Systems (CSCO) Narrative,Simply Wall St.,2026-06-23,0.34,Why Cisco (CSCO) Is Turning AI Infrastructure Into a Hybrid Data Center Security Opportunity,Insider Monkey,2026-06-22,0.637,,,,,,,,,,
DLR,Digital Realty,AI,dc-operators,NYSE,192.44,-1.41%,+2.87%,+0.03%,+25.81%,+14%,52.159,1.046,51.18,2.23,2877576,16501176,57518276,253.0,0.01,buy,1.72,-1.41,98.59,-1.41,985.9,-14.1,9859.0,-141.0,2.87,102.87,2.87,1028.7,28.7,10287.0,287.0,0.03,100.03,0.03,1000.3,0.3,10003.0,3.0,25.81,125.81,25.81,1258.1,258.1,12581.0,2581.0,14.0,114.0,14.0,1140.0,140.0,11400.0,1400.0,Digital Realty Bets on AI Growth With Major Expansion Moves,Zacks,2026-06-23,0.382,"Company News for Jun 23, 2026",Zacks,2026-06-23,0.0,APLD's Customer Concentration Remains Elevated: Is Growth at Risk?,Zacks,2026-06-17,0.128,,,,,,,,,,
AMT,American Tower,AI,dc-operators,NYSE,168.72,-2.63%,-6.83%,-7.90%,-1.58%,-20%,59.563,0.891,27.26,3.1,3297521,18926821,71573321,400.0,2.24,buy,1.68,-2.63,97.37,-2.63,973.7,-26.3,9737.0,-263.0,-6.83,93.17,-6.83,931.7,-68.3,9317.0,-683.0,-7.9,92.1,-7.9,921.0,-79.0,9210.0,-790.0,-1.58,98.42,-1.58,984.2,-15.8,9842.0,-158.0,-20.0,80.0,-20.0,800.0,-200.0,8000.0,-2000.0,Is it Wise to Retain American Tower Stock in Your Portfolio Now?,Zacks,2026-06-23,0.477,Is American Tower Corporation (AMT) among the 7 Best “Land Owner” Stocks to Buy for Hard Asset Value,Insider Monkey,2026-06-19,0.827,Why American Tower (AMT) Dipped More Than Broader Market Today,Zacks,2026-06-17,0.0,,,,,,,,,,
